sample,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,Biological Replicates,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,DOI
SRX1882555,2017-01-03 09:57:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR3725585,SRP077489,PRJNA327080,327080,SRS1528998,SAMN05300999,SRA436597,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,2689286,5300999,GSE83814,GSM2219056,27630619,0,0,0,0,reactivation,day_0_persistence,3,day_0_persistence,True,True,True,reactivation:days_0_persistence,True,True,https://doi.org/10.3389/fmicb.2016.01346
SRX1882557,2017-01-03 09:57:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR3725587,SRP077489,PRJNA327080,327080,SRS1529000,SAMN05301001,SRA436597,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,2689288,5301001,GSE83814,GSM2219058,27630619,0,0,0,0,reactivation,day_0_persistence,3,day_0_persistence,True,True,True,reactivation:days_0_persistence,True,True,https://doi.org/10.3389/fmicb.2016.01346
SRX1882556,2017-01-03 09:57:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR3725586,SRP077489,PRJNA327080,327080,SRS1528999,SAMN05301000,SRA436597,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,2689287,5301000,GSE83814,GSM2219057,27630619,0,0,0,0,reactivation,day_0_persistence,3,day_0_persistence,True,True,True,reactivation:days_0_persistence,True,True,https://doi.org/10.3389/fmicb.2016.01346
SRX5088615,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8272004,SRP172058,PRJNA507986,507986,SRS4100361,SAMN10517171,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6865038,10517171,GSE123267,GSM3498809,31723039,0,0,0,0,redox,intra_basal,2,extra_control,True,True,True,redox:intra_basal,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX5088616,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8272005,SRP172058,PRJNA507986,507986,SRS4100362,SAMN10517170,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6865039,10517170,GSE123267,GSM3498810,31723039,0,0,0,0,redox,intra_basal,2,extra_control,True,True,True,redox:intra_basal,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845150,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115610,SRP172058,PRJNA507986,507986,SRS5384558,SAMN12743465,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009721,12743465,GSE123267,GSM4078642,31723039,0,0,0,0,redox,whib3_comp_4.5,2,extra_control,True,True,True,redox:whib3_comp_4.5,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845149,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115609,SRP172058,PRJNA507986,507986,SRS5384557,SAMN12743466,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009720,12743466,GSE123267,GSM4078641,31723039,0,0,0,0,redox,whib3_comp_4.5,2,extra_control,True,True,True,redox:whib3_comp_4.5,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845151,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115611,SRP172058,PRJNA507986,507986,SRS5384559,SAMN12743464,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009722,12743464,GSE123267,GSM4078643,31723039,0,0,0,0,redox,whib3_comp_6.6,2,extra_control,True,True,True,redox:whib3_comp_6.6,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845152,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115612,SRP172058,PRJNA507986,507986,SRS5384560,SAMN12743463,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009723,12743463,GSE123267,GSM4078644,31723039,0,0,0,0,redox,whib3_comp_6.6,2,extra_control,True,True,True,redox:whib3_comp_6.6,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845145,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115605,SRP172058,PRJNA507986,507986,SRS5384553,SAMN12743470,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009716,12743470,GSE123267,GSM4078637,31723039,0,0,0,0,redox,whib3_ko_4.5,2,extra_control,True,True,True,redox:whib3_ko_4.5,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845146,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115606,SRP172058,PRJNA507986,507986,SRS5384554,SAMN12743469,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009717,12743469,GSE123267,GSM4078638,31723039,0,0,0,0,redox,whib3_ko_4.5,2,extra_control,True,True,True,redox:whib3_ko_4.5,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845142,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115602,SRP172058,PRJNA507986,507986,SRS5384550,SAMN12743473,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009713,12743473,GSE123267,GSM4078634,31723039,0,0,0,0,redox,wt_4.5,2,extra_control,True,True,True,redox:wt_4.5,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845141,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115601,SRP172058,PRJNA507986,507986,SRS5384549,SAMN12743462,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009712,12743462,GSE123267,GSM4078633,31723039,0,0,0,0,redox,wt_4.5,2,extra_control,True,True,True,redox:wt_4.5,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845144,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115604,SRP172058,PRJNA507986,507986,SRS5384552,SAMN12743471,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009715,12743471,GSE123267,GSM4078636,31723039,0,0,0,0,redox,wt_6.6,2,extra_control,True,True,True,redox:wt_6.6,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX6845143,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115603,SRP172058,PRJNA507986,507986,SRS5384551,SAMN12743472,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9009714,12743472,GSE123267,GSM4078635,31723039,0,0,0,0,redox,wt_6.6,2,extra_control,True,True,True,redox:wt_6.6,True,True,https://doi.org/10.1126/scitranslmed.aaw6635
SRX5605051,2019-03-30 08:19:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR8816597,SRP189921,PRJNA529781,529781,SRS4556933,SAMN11284156,SRA867851,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,SHEMYAKIN-OVCHINNIKOV INSTITUTE OF BIOORGANIC CHEMISTRY,0,0,7557427,11284156,0,0,0,H37Rv,0,0,0,resus,day_1_run_1,3,day_1_run_1,True,True,True,resus:day_1_run_1,True,True,https://dx.doi.org/10.3389%2Ffcimb.2019.00272
SRX5605045,2019-03-30 08:20:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR8816603,SRP189921,PRJNA529781,529781,SRS4556927,SAMN11284155,SRA867851,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,SHEMYAKIN-OVCHINNIKOV INSTITUTE OF BIOORGANIC CHEMISTRY,0,0,7557421,11284155,0,0,0,H37Rv,0,0,0,resus,day_1_run_1,3,day_1_run_1,True,True,True,resus:day_1_run_1,True,True,https://dx.doi.org/10.3389%2Ffcimb.2019.00272
SRX5605060,2019-03-30 08:19:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR8816588,SRP189921,PRJNA529781,529781,SRS4556942,SAMN11284161,SRA867851,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,SHEMYAKIN-OVCHINNIKOV INSTITUTE OF BIOORGANIC CHEMISTRY,0,0,7557436,11284161,0,0,0,H37Rv,0,0,0,resus,day_4_run_1,3,day_1_run_1,True,True,True,resus:day_4_run_1,True,True,https://dx.doi.org/10.3389%2Ffcimb.2019.00272
SRX5605059,2019-03-30 08:19:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR8816589,SRP189921,PRJNA529781,529781,SRS4556941,SAMN11284162,SRA867851,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,SHEMYAKIN-OVCHINNIKOV INSTITUTE OF BIOORGANIC CHEMISTRY,0,0,7557435,11284162,0,0,0,H37Rv,0,0,0,resus,day_4_run_1,3,day_1_run_1,True,True,True,resus:day_4_run_1,True,True,https://dx.doi.org/10.3389%2Ffcimb.2019.00272
SRX2382017,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061507,SRP094075,PRJNA354066,354066,SRS1824370,SAMN06040671,SRA499635,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469486,6040671,0,0,0,DUC_0h_1,missing,0,0,rho,00h_DUC,2,00h_WT,True,True,True,rho:00h_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382024,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061514,SRP094075,PRJNA354066,354066,SRS1824377,SAMN06040672,SRA499642,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469493,6040672,0,0,0,DUC_0h_2,missing,0,0,rho,00h_DUC,2,00h_WT,True,True,True,rho:00h_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382027,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061517,SRP094075,PRJNA354066,354066,SRS1824380,SAMN06040687,SRA499645,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469496,6040687,0,0,0,DUC-0h-1-4,missing,0,0,rho,00h_DUC_1,2,00h_WT,True,True,True,rho:00h_DUC_1,True,True,https://doi.org/10.1038/ncomms14731
SRX2382029,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061519,SRP094075,PRJNA354066,354066,SRS1824382,SAMN06040688,SRA499647,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469498,6040688,0,0,0,DUC-0h-2-9,missing,0,0,rho,00h_DUC_1,2,00h_WT,True,True,True,rho:00h_DUC_1,True,True,https://doi.org/10.1038/ncomms14731
SRX2382217,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061707,SRP094075,PRJNA354066,354066,SRS1824570,SAMN06040689,SRA499656,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469686,6040689,0,0,0,DUC-1.5h-1-3,missing,0,0,rho,01.5_DUC,2,00h_WT,True,True,True,rho:01.5_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382023,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061513,SRP094075,PRJNA354066,354066,SRS1824376,SAMN06040690,SRA499641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469492,6040690,0,0,0,DUC-1.5h-1-6,missing,0,0,rho,01.5_DUC,2,00h_WT,True,True,True,rho:01.5_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382218,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061708,SRP094075,PRJNA354066,354066,SRS1824571,SAMN06040686,SRA499657,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469687,6040686,0,0,0,DUC_ATC_1.5h_2,missing,0,0,rho,01.5h_DUC_ATC,2,00h_WT,True,True,True,rho:01.5h_DUC_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382219,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061709,SRP094075,PRJNA354066,354066,SRS1824572,SAMN06040685,SRA499658,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469688,6040685,0,0,0,DUC_ATC_1.5h_1,missing,0,0,rho,01.5h_DUC_ATC,2,00h_WT,True,True,True,rho:01.5h_DUC_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382213,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061703,SRP094075,PRJNA354066,354066,SRS1824566,SAMN06040692,SRA499652,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469682,6040692,0,0,0,DUC-3h-2-11,missing,0,0,rho,03_DUC,2,00h_WT,True,True,True,rho:03_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382019,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061509,SRP094075,PRJNA354066,354066,SRS1824372,SAMN06040691,SRA499637,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469488,6040691,0,0,0,DUC-3h-1-8,missing,0,0,rho,03_DUC,2,00h_WT,True,True,True,rho:03_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382214,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061704,SRP094075,PRJNA354066,354066,SRS1824567,SAMN06040674,SRA499653,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469683,6040674,0,0,0,DUC_ATC_3h_2,missing,0,0,rho,03h_DUC_ATC,2,00h_WT,True,True,True,rho:03h_DUC_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382215,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061705,SRP094075,PRJNA354066,354066,SRS1824568,SAMN06040673,SRA499654,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469684,6040673,0,0,0,DUC_ATC_3h_1,missing,0,0,rho,03h_DUC_ATC,2,00h_WT,True,True,True,rho:03h_DUC_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382020,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061510,SRP094075,PRJNA354066,354066,SRS1824373,SAMN06040676,SRA499638,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469489,6040676,0,0,0,DUC_ATC_6h_2,missing,0,0,rho,06h_DUC_ATC,2,00h_WT,True,True,True,rho:06h_DUC_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382216,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061706,SRP094075,PRJNA354066,354066,SRS1824569,SAMN06040675,SRA499655,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469685,6040675,0,0,0,DUC_ATC_6h_1,missing,0,0,rho,06h_DUC_ATC,2,00h_WT,True,True,True,rho:06h_DUC_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382022,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061512,SRP094075,PRJNA354066,354066,SRS1824375,SAMN06040684,SRA499640,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469491,6040684,0,0,0,WT_ATC_6h_2,missing,0,0,rho,06h_WT_ATC,2,00h_WT,True,True,True,rho:06h_WT_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382033,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061523,SRP094075,PRJNA354066,354066,SRS1824386,SAMN06040683,SRA499651,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469502,6040683,0,0,0,WT_ATC_6h_1,missing,0,0,rho,06h_WT_ATC,2,00h_WT,True,True,True,rho:06h_WT_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382220,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061710,SRP094075,PRJNA354066,354066,SRS1824573,SAMN06040695,SRA499659,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469689,6040695,0,0,0,DUC-9h-x-x,missing,0,0,rho,09_DUC,2,00h_WT,True,True,True,rho:09_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382222,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061712,SRP094075,PRJNA354066,354066,SRS1824575,SAMN06040694,SRA499661,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469691,6040694,0,0,0,DUC-9h-2-14,missing,0,0,rho,09_DUC,2,00h_WT,True,True,True,rho:09_DUC,True,True,https://doi.org/10.1038/ncomms14731
SRX2382030,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061520,SRP094075,PRJNA354066,354066,SRS1824383,SAMN06040677,SRA499648,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,BI,0,0,3469499,6040677,0,0,0,DUC_ATC_9h_1,missing,0,0,rho,09h_DUC_ATC,2,00h_WT,True,True,True,rho:09h_DUC_ATC,True,True,https://doi.org/10.1038/ncomms14731
SRX4506350,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642916,SRP156314,PRJNA484405,484405,SRS3626722,SAMN09764582,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103344,9764582,GSE118100,GSM3318591,31719182,0,0,0,0,smx,0_days_12.5,3,0_days_control,True,True,True,smx:0_days_12.5,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4506352,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642918,SRP156314,PRJNA484405,484405,SRS3626721,SAMN09764580,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103346,9764580,GSE118100,GSM3318593,31719182,0,0,0,0,smx,0_days_12.5,3,0_days_control,True,True,True,smx:0_days_12.5,True,True,https://doi.org/10.1128/mbio.02627-20
SRX4506354,2018-09-25 17:57:20,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642920,SRP156314,PRJNA484405,484405,SRS3626725,SAMN09764578,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103348,9764578,GSE118100,GSM3318595,31719182,0,0,0,0,smx,0_days_12.5,3,0_days_control,True,True,True,smx:0_days_12.5,True,True,https://doi.org/10.1128/mbio.02627-21
SRX4506348,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642914,SRP156314,PRJNA484405,484405,SRS3626717,SAMN09764584,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103342,9764584,GSE118100,GSM3318589,31719182,0,0,0,0,smx,0_days_control,3,0_days_control,True,True,True,smx:0_days_control,True,True,https://doi.org/10.1128/mbio.02627-24
SRX4506346,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642912,SRP156314,PRJNA484405,484405,SRS3626724,SAMN09764586,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103340,9764586,GSE118100,GSM3318587,31719182,0,0,0,0,smx,0_days_control,3,0_days_control,True,True,True,smx:0_days_control,True,True,https://doi.org/10.1128/mbio.02627-22
SRX4506344,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642910,SRP156314,PRJNA484405,484405,SRS3626715,SAMN09764588,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103338,9764588,GSE118100,GSM3318585,31719182,0,0,0,0,smx,0_days_control,3,0_days_control,True,True,True,smx:0_days_control,True,True,https://doi.org/10.1128/mbio.02627-23
SRX4506351,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642917,SRP156314,PRJNA484405,484405,SRS3626720,SAMN09764581,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103345,9764581,GSE118100,GSM3318592,31719182,0,0,0,0,smx,1_days_12.5,3,0_days_control,True,True,True,smx:1_days_12.5,True,True,https://doi.org/10.1128/mbio.02627-27
SRX4506353,2018-09-25 17:57:20,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642919,SRP156314,PRJNA484405,484405,SRS3626719,SAMN09764579,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103347,9764579,GSE118100,GSM3318594,31719182,0,0,0,0,smx,1_days_12.5,3,0_days_control,True,True,True,smx:1_days_12.5,True,True,https://doi.org/10.1128/mbio.02627-25
SRX4506355,2018-09-25 17:57:20,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642921,SRP156314,PRJNA484405,484405,SRS3626733,SAMN09764577,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103349,9764577,GSE118100,GSM3318596,31719182,0,0,0,0,smx,1_days_12.5,3,0_days_control,True,True,True,smx:1_days_12.5,True,True,https://doi.org/10.1128/mbio.02627-26
SRX4506349,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642915,SRP156314,PRJNA484405,484405,SRS3626723,SAMN09764583,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103343,9764583,GSE118100,GSM3318590,31719182,0,0,0,0,smx,1_days_control,3,0_days_control,True,True,True,smx:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-29
SRX4506345,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642911,SRP156314,PRJNA484405,484405,SRS3626716,SAMN09764587,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103339,9764587,GSE118100,GSM3318586,31719182,0,0,0,0,smx,1_days_control,3,0_days_control,True,True,True,smx:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-28
SRX4506347,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642913,SRP156314,PRJNA484405,484405,SRS3626718,SAMN09764585,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103341,9764585,GSE118100,GSM3318588,31719182,0,0,0,0,smx,1_days_control,3,0_days_control,True,True,True,smx:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-30
