,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX4647148,2018-09-25 18:19:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7792280,SRP159836,PRJNA489617,489617,SRS3745177,SAMN09983963,SRA768544,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277421,9983963,GSE119573,GSM3377840,31719182,,,,,btz043,1_days_control,0_days_control,True,True,True,btz043:1_days_control,True,True
SRX4647149,2018-09-25 18:19:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7792281,SRP159836,PRJNA489617,489617,SRS3745176,SAMN09983962,SRA768544,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277422,9983962,GSE119573,GSM3377841,31719182,,,,,btz043,1_days_.006,0_days_control,True,True,True,btz043:1_days_.006,True,True
SRX4647150,2018-09-25 18:19:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7792282,SRP159836,PRJNA489617,489617,SRS3745178,SAMN09983960,SRA768544,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277423,9983960,GSE119573,GSM3377842,31719182,,,,,btz043,1_days_.006,0_days_control,True,True,True,btz043:1_days_.006,True,True
SRX4647151,2018-09-25 18:19:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7792283,SRP159836,PRJNA489617,489617,SRS3745179,SAMN09983959,SRA768544,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277424,9983959,GSE119573,GSM3377843,31719182,,,,,btz043,1_days_.006,0_days_control,True,True,True,btz043:1_days_.006,True,True
SRX4647152,2018-09-25 18:19:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7792284,SRP159836,PRJNA489617,489617,SRS3745180,SAMN09983958,SRA768544,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277425,9983958,GSE119573,GSM3377844,31719182,,,,,btz043,1_days_.006,0_days_control,True,True,True,btz043:1_days_.006,True,True
SRX4647153,2018-09-25 18:19:25,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7792285,SRP159836,PRJNA489617,489617,SRS3745181,SAMN09983957,SRA768544,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277426,9983957,GSE119573,GSM3377845,31719182,,,,,eccE1,control,control,True,True,True,eccE1:control,True,True
SRX4647154,2018-09-25 18:19:25,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7792286,SRP159836,PRJNA489617,489617,SRS3745183,SAMN09983956,SRA768544,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277427,9983956,GSE119573,GSM3377846,31719182,,,,,eccE1,control,control,True,True,True,eccE1:control,True,True
SRX4647490,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792620,SRP159843,PRJNA489657,489657,SRS3745518,SAMN09984163,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277763,9984163,GSE119582,GSM3377906,,H37Rv,control,,,eccE1,delta_eccE1_myc_p1_HA_comp,control,True,True,True,eccE1:delta_eccE1_myc_p1_HA_comp,True,True
SRX4647491,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792621,SRP159843,PRJNA489657,489657,SRS3745519,SAMN09984162,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277764,9984162,GSE119582,GSM3377907,,H37Rv,delta mycP1-eccE1,,,eccE1,delta_eccE1_myc_p1_HA_comp,control,True,True,True,eccE1:delta_eccE1_myc_p1_HA_comp,True,True
SRX4647492,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792622,SRP159843,PRJNA489657,489657,SRS3745520,SAMN09984161,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277765,9984161,GSE119582,GSM3377908,,H37Rv,delta mycP1-eccE1,,,eccE1,delta_eccE1_eccE1_HA_comp,control,True,True,True,eccE1:delta_eccE1_eccE1_HA_comp,True,True
SRX4647493,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792623,SRP159843,PRJNA489657,489657,SRS3745521,SAMN09984160,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277766,9984160,GSE119582,GSM3377909,,H37Rv,"delta mycP1-eccE1, complemented with mycP1-HA",,,eccE1,delta_eccE1_eccE1_HA_comp,control,True,True,True,eccE1:delta_eccE1_eccE1_HA_comp,True,True
SRX4647494,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792624,SRP159843,PRJNA489657,489657,SRS3745522,SAMN09984159,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277767,9984159,GSE119582,GSM3377910,,H37Rv,"delta mycP1-eccE1, complemented with mycP1-HA",,,eccE1,delta_eccE1_mycP1_eccE1_comp,control,True,True,True,eccE1:delta_eccE1_mycP1_eccE1_comp,True,True
SRX4647495,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792625,SRP159843,PRJNA489657,489657,SRS3745523,SAMN09984158,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277768,9984158,GSE119582,GSM3377911,,H37Rv,"delta mycP1-eccE1, complemented with eccE1-HA",,,eccE1,delta_eccE1_mycP1_eccE1_comp,control,True,True,True,eccE1:delta_eccE1_mycP1_eccE1_comp,True,True
SRX4647496,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792626,SRP159843,PRJNA489657,489657,SRS3745524,SAMN09984157,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277769,9984157,GSE119582,GSM3377912,,H37Rv,"delta mycP1-eccE1, complemented with eccE1-HA",,,eccE1,delta_eccE1_empty_vector,control,True,True,True,eccE1:delta_eccE1_empty_vector,True,True
SRX4647497,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792627,SRP159843,PRJNA489657,489657,SRS3745525,SAMN09984156,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277770,9984156,GSE119582,GSM3377913,,H37Rv,"delta mycP1-eccE1, complemented with mycP1-eccE1",,,eccE1,delta_eccE1_empty_vector,control,True,True,True,eccE1:delta_eccE1_empty_vector,True,True
SRX4647498,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792628,SRP159843,PRJNA489657,489657,SRS3745526,SAMN09984155,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277771,9984155,GSE119582,GSM3377914,,H37Rv,"delta mycP1-eccE1, complemented with mycP1-eccE1",,,TA_system,Mtb_H37Rv,Mtb_H37Rv,True,True,True,TA_system:Mtb_H37Rv,True,True
SRX4647499,2019-09-03 16:05:17,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR7792629,SRP159843,PRJNA489657,489657,SRS3745527,SAMN09984154,SRA768556,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6277772,9984154,GSE119582,GSM3377915,,H37Rv,"delta mycP1-eccE1, with empty vector",,,TA_system,Mtb_H37Rv,Mtb_H37Rv,True,True,True,TA_system:Mtb_H37Rv,True,True
SRX5079919,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262954,SRP171163,PRJNA507615,507615,SRS4092922,SAMN10499885,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849804,10499885,GSE123132,GSM3496198,30563908,H37Rv,,,,dg_inh,dg,dg,True,True,True,dg_inh:dg,True,True
SRX5079920,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262955,SRP171163,PRJNA507615,507615,SRS4092923,SAMN10499884,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849805,10499884,GSE123132,GSM3496199,30563908,H37Rv,,,,dg_inh,dg,dg,True,True,True,dg_inh:dg,True,True
SRX5079921,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262956,SRP171163,PRJNA507615,507615,SRS4092924,SAMN10499883,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849806,10499883,GSE123132,GSM3496200,30563908,H37Rv,,,,dg_inh,dg,dg,True,True,True,dg_inh:dg,True,True
SRX5079922,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262957,SRP171163,PRJNA507615,507615,SRS4092925,SAMN10499882,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849807,10499882,GSE123132,GSM3496201,30563908,H37Rv,,,,dg_inh,inh,dg,True,True,True,dg_inh:inh,True,True
SRX5079923,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262958,SRP171163,PRJNA507615,507615,SRS4092926,SAMN10499881,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849808,10499881,GSE123132,GSM3496202,30563908,H37Rv,,,,dg_inh,inh,dg,True,True,True,dg_inh:inh,True,True
SRX5079924,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262959,SRP171163,PRJNA507615,507615,SRS4092927,SAMN10499880,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849809,10499880,GSE123132,GSM3496203,30563908,H37Rv,,,,dg_inh,inh,dg,True,True,True,dg_inh:inh,True,True
SRX5079925,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262960,SRP171163,PRJNA507615,507615,SRS4092928,SAMN10499879,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849810,10499879,GSE123132,GSM3496204,30563908,H37Rv,,,,dg_inh,both,dg,True,True,True,dg_inh:both,True,True
SRX5079926,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262961,SRP171163,PRJNA507615,507615,SRS4092929,SAMN10499878,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849811,10499878,GSE123132,GSM3496205,30563908,H37Rv,,,,dg_inh,both,dg,True,True,True,dg_inh:both,True,True
SRX5079927,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262962,SRP171163,PRJNA507615,507615,SRS4092930,SAMN10499877,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849812,10499877,GSE123132,GSM3496206,30563908,H37Rv,,,,dg_inh,both,dg,True,True,True,dg_inh:both,True,True
SRX5079928,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262963,SRP171163,PRJNA507615,507615,SRS4092931,SAMN10499876,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849813,10499876,GSE123132,GSM3496207,30563908,H37Rv,,,,redox,extra_control,extra_control,True,True,True,redox:extra_control,True,True
SRX5079929,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262964,SRP171163,PRJNA507615,507615,SRS4092932,SAMN10499875,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849814,10499875,GSE123132,GSM3496208,30563908,H37Rv,,,,redox,extra_control,extra_control,True,True,True,redox:extra_control,True,True
SRX5079930,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262965,SRP171163,PRJNA507615,507615,SRS4092933,SAMN10499874,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6849815,10499874,GSE123132,GSM3496209,30563908,H37Rv,,,,redox,intra_reduced,extra_control,True,True,True,redox:intra_reduced,True,True
SRX5088611,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8272000,SRP172058,PRJNA507986,507986,SRS4100357,SAMN10517169,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6865034,10517169,GSE123267,GSM3498805,31723039,,,,,redox,intra_reduced,extra_control,True,True,True,redox:intra_reduced,True,True
SRX5088615,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8272004,SRP172058,PRJNA507986,507986,SRS4100361,SAMN10517171,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6865038,10517171,GSE123267,GSM3498809,31723039,,,,,ITM_04,00h_clinic_ctrl,00h_h37rv_control,True,True,True,ITM_04:00h_clinic_ctrl,True,True
SRX5088616,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8272005,SRP172058,PRJNA507986,507986,SRS4100362,SAMN10517170,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6865039,10517170,GSE123267,GSM3498810,31723039,,,,,ITM_04,00h_clinic_ctrl,00h_h37rv_control,True,True,True,ITM_04:00h_clinic_ctrl,True,True
SRX5089843,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274753,SRP172122,PRJNA508198,508198,SRS4101656,SAMN10517948,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866305,10517948,GSE123294,GSM3499423,31378263,,,,,ITM_04,24h_clinic_delam,00h_h37rv_control,True,True,True,ITM_04:24h_clinic_delam,True,True
SRX5089844,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274754,SRP172122,PRJNA508198,508198,SRS4101657,SAMN10517947,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866306,10517947,GSE123294,GSM3499424,31378263,,,,,ITM_04,24h_clinic_delam,00h_h37rv_control,True,True,True,ITM_04:24h_clinic_delam,True,True
SRX5089845,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274755,SRP172122,PRJNA508198,508198,SRS4101658,SAMN10517946,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866307,10517946,GSE123294,GSM3499425,31378263,,,,,ITM_04,24h_clinic_delam,00h_h37rv_control,True,True,True,ITM_04:24h_clinic_delam,True,True
SRX5089846,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274756,SRP172122,PRJNA508198,508198,SRS4101659,SAMN10517945,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866308,10517945,GSE123294,GSM3499426,31378263,,,,,ITM_04,24h_clinic_DMSO,00h_h37rv_control,True,True,True,ITM_04:24h_clinic_DMSO,True,True
SRX5089847,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274757,SRP172122,PRJNA508198,508198,SRS4101660,SAMN10517944,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866309,10517944,GSE123294,GSM3499427,31378263,,,,,ITM_04,24h_clinic_DMSO,00h_h37rv_control,True,True,True,ITM_04:24h_clinic_DMSO,True,True
SRX5089848,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274758,SRP172122,PRJNA508198,508198,SRS4101661,SAMN10517943,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866310,10517943,GSE123294,GSM3499428,31378263,,,,,ITM_04,24h_clinic_DMSO,00h_h37rv_control,True,True,True,ITM_04:24h_clinic_DMSO,True,True
SRX5089849,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274759,SRP172122,PRJNA508198,508198,SRS4101662,SAMN10517942,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866311,10517942,GSE123294,GSM3499429,31378263,,,,,ITM_04,06h_clinic_delam,00h_h37rv_control,True,True,True,ITM_04:06h_clinic_delam,True,True
SRX5089850,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274760,SRP172122,PRJNA508198,508198,SRS4101663,SAMN10517941,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866312,10517941,GSE123294,GSM3499430,31378263,,,,,ITM_04,06h_clinic_delam,00h_h37rv_control,True,True,True,ITM_04:06h_clinic_delam,True,True
SRX5089851,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274761,SRP172122,PRJNA508198,508198,SRS4101664,SAMN10517940,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866313,10517940,GSE123294,GSM3499431,31378263,,,,,ITM_04,06h_clinic_delam,00h_h37rv_control,True,True,True,ITM_04:06h_clinic_delam,True,True
SRX5089852,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274762,SRP172122,PRJNA508198,508198,SRS4101665,SAMN10517939,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866314,10517939,GSE123294,GSM3499432,31378263,,,,,ITM_04,06h_clinic_DMSO,00h_h37rv_control,True,True,True,ITM_04:06h_clinic_DMSO,True,True
SRX5089853,2019-10-31 17:10:07,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274763,SRP172122,PRJNA508198,508198,SRS4101666,SAMN10517938,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866315,10517938,GSE123294,GSM3499433,31378263,,,,,ITM_04,06h_clinic_DMSO,00h_h37rv_control,True,True,True,ITM_04:06h_clinic_DMSO,True,True
SRX5089854,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274764,SRP172122,PRJNA508198,508198,SRS4101667,SAMN10517937,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866316,10517937,GSE123294,GSM3499434,31378263,,,,,ITM_04,06h_clinic_DMSO,00h_h37rv_control,True,True,True,ITM_04:06h_clinic_DMSO,True,True
SRX5089855,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274765,SRP172122,PRJNA508198,508198,SRS4101668,SAMN10517936,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866317,10517936,GSE123294,GSM3499435,31378263,,,,,ITM_04,00h_h37rv_control,00h_h37rv_control,True,True,True,ITM_04:00h_h37rv_control,True,True
SRX5089856,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274766,SRP172122,PRJNA508198,508198,SRS4101669,SAMN10517935,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866318,10517935,GSE123294,GSM3499436,31378263,,,,,ITM_04,00h_h37rv_control,00h_h37rv_control,True,True,True,ITM_04:00h_h37rv_control,True,True
SRX5089857,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274767,SRP172122,PRJNA508198,508198,SRS4101670,SAMN10517934,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866319,10517934,GSE123294,GSM3499437,31378263,,,,,ITM_04,00h_h37rv_control,00h_h37rv_control,True,True,True,ITM_04:00h_h37rv_control,True,True
SRX5089858,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274768,SRP172122,PRJNA508198,508198,SRS4101671,SAMN10517933,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866320,10517933,GSE123294,GSM3499438,31378263,,,,,ITM_04,24h_h37rv_delam,00h_h37rv_control,True,True,True,ITM_04:24h_h37rv_delam,True,True
SRX5089859,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274769,SRP172122,PRJNA508198,508198,SRS4101672,SAMN10517932,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866321,10517932,GSE123294,GSM3499439,31378263,,,,,ITM_04,24h_h37rv_delam,00h_h37rv_control,True,True,True,ITM_04:24h_h37rv_delam,True,True
SRX5089860,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274770,SRP172122,PRJNA508198,508198,SRS4101673,SAMN10517931,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866322,10517931,GSE123294,GSM3499440,31378263,,,,,ITM_04,24h_h37rv_delam,00h_h37rv_control,True,True,True,ITM_04:24h_h37rv_delam,True,True
SRX5089861,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274771,SRP172122,PRJNA508198,508198,SRS4101674,SAMN10517930,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866323,10517930,GSE123294,GSM3499441,31378263,,,,,ITM_04,24h_h37rv_DMSO,00h_h37rv_control,True,True,True,ITM_04:24h_h37rv_DMSO,True,True
SRX5089862,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274772,SRP172122,PRJNA508198,508198,SRS4101675,SAMN10517929,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866324,10517929,GSE123294,GSM3499442,31378263,,,,,ITM_04,24h_h37rv_DMSO,00h_h37rv_control,True,True,True,ITM_04:24h_h37rv_DMSO,True,True
SRX5089864,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274774,SRP172122,PRJNA508198,508198,SRS4101677,SAMN10517956,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866326,10517956,GSE123294,GSM3499444,31378263,,,,,ITM_04,06h_h37rv_delam,00h_h37rv_control,True,True,True,ITM_04:06h_h37rv_delam,True,True
SRX5089865,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274775,SRP172122,PRJNA508198,508198,SRS4101678,SAMN10517955,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866327,10517955,GSE123294,GSM3499445,31378263,,,,,ITM_04,06h_h37rv_delam,00h_h37rv_control,True,True,True,ITM_04:06h_h37rv_delam,True,True
