Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	project	condition	reference_condition
SRX4647496	2019-09-03 16:05:17	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR7792626	SRP159843	PRJNA489657	489657	SRS3745524	SAMN09984157	SRA768556	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6277769	9984157	GSE119582	GSM3377912		H37Rv	delta mycP1-eccE1, complemented with eccE1-HA			eccE1	delta_eccE1_empty_vector	control
SRX4647497	2019-09-03 16:05:17	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR7792627	SRP159843	PRJNA489657	489657	SRS3745525	SAMN09984156	SRA768556	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6277770	9984156	GSE119582	GSM3377913		H37Rv	delta mycP1-eccE1, complemented with mycP1-eccE1			eccE1	delta_eccE1_empty_vector	control
SRX4647498	2019-09-03 16:05:17	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR7792628	SRP159843	PRJNA489657	489657	SRS3745526	SAMN09984155	SRA768556	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6277771	9984155	GSE119582	GSM3377914		H37Rv	delta mycP1-eccE1, complemented with mycP1-eccE1			TA_system	Mtb_H37Rv	Mtb_H37Rv
SRX4647499	2019-09-03 16:05:17	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR7792629	SRP159843	PRJNA489657	489657	SRS3745527	SAMN09984154	SRA768556	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6277772	9984154	GSE119582	GSM3377915		H37Rv	delta mycP1-eccE1, with empty vector			TA_system	Mtb_H37Rv	Mtb_H37Rv
SRX4647500	2019-09-03 16:05:17	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR7792630	SRP159843	PRJNA489657	489657	SRS3745528	SAMN09984153	SRA768556	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6277773	9984153	GSE119582	GSM3377916		H37Rv	delta mycP1-eccE1, with empty vector			TA_system	Mtb_mc2_6206	Mtb_H37Rv
SRX4670984	2019-05-23 01:42:35	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 550	SRR7819648	SRP161508	PRJNA490371	490371	SRS3765741	SAMN10034274	SRA771319	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6329339	10034274				H37Rv				TA_system	Mtb_mc2_6206	Mtb_H37Rv
SRX4670985	2019-05-23 01:42:35	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 550	SRR7819647	SRP161508	PRJNA490371	490371	SRS3765741	SAMN10034274	SRA771319	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6329340	10034274				H37Rv				dg_inh	DMSO	DMSO
SRX4670986	2019-05-23 01:42:35	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR7819646	SRP161508	PRJNA490371	490371	SRS3765742	SAMN10034275	SRA771319	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6329341	10034275				mc2 6206				dg_inh	DMSO	DMSO
SRX4670987	2019-05-23 01:42:35	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR7819645	SRP161508	PRJNA490371	490371	SRS3765742	SAMN10034275	SRA771319	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6329342	10034275				mc2 6206				dg_inh	DMSO	DMSO
SRX5079919	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262954	SRP171163	PRJNA507615	507615	SRS4092922	SAMN10499885	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849804	10499885	GSE123132	GSM3496198	30563908	H37Rv				dg_inh	dg	DMSO
SRX5079920	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262955	SRP171163	PRJNA507615	507615	SRS4092923	SAMN10499884	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849805	10499884	GSE123132	GSM3496199	30563908	H37Rv				dg_inh	dg	DMSO
SRX5079921	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262956	SRP171163	PRJNA507615	507615	SRS4092924	SAMN10499883	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849806	10499883	GSE123132	GSM3496200	30563908	H37Rv				dg_inh	dg	DMSO
SRX5079922	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262957	SRP171163	PRJNA507615	507615	SRS4092925	SAMN10499882	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849807	10499882	GSE123132	GSM3496201	30563908	H37Rv				dg_inh	inh	DMSO
SRX5079923	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262958	SRP171163	PRJNA507615	507615	SRS4092926	SAMN10499881	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849808	10499881	GSE123132	GSM3496202	30563908	H37Rv				dg_inh	inh	DMSO
SRX5079924	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262959	SRP171163	PRJNA507615	507615	SRS4092927	SAMN10499880	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849809	10499880	GSE123132	GSM3496203	30563908	H37Rv				dg_inh	inh	DMSO
SRX5079925	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262960	SRP171163	PRJNA507615	507615	SRS4092928	SAMN10499879	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849810	10499879	GSE123132	GSM3496204	30563908	H37Rv				dg_inh	both	DMSO
SRX5079926	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262961	SRP171163	PRJNA507615	507615	SRS4092929	SAMN10499878	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849811	10499878	GSE123132	GSM3496205	30563908	H37Rv				dg_inh	both	DMSO
SRX5079927	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262962	SRP171163	PRJNA507615	507615	SRS4092930	SAMN10499877	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849812	10499877	GSE123132	GSM3496206	30563908	H37Rv				dg_inh	both	DMSO
SRX5079928	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262963	SRP171163	PRJNA507615	507615	SRS4092931	SAMN10499876	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849813	10499876	GSE123132	GSM3496207	30563908	H37Rv				redox	extra_control	extra_control
SRX5079929	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262964	SRP171163	PRJNA507615	507615	SRS4092932	SAMN10499875	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849814	10499875	GSE123132	GSM3496208	30563908	H37Rv				redox	extra_control	extra_control
SRX5079930	2018-12-02 12:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 500	SRR8262965	SRP171163	PRJNA507615	507615	SRS4092933	SAMN10499874	SRA816681	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6849815	10499874	GSE123132	GSM3496209	30563908	H37Rv				redox	intra_reduced	extra_control
SRX5088611	2019-09-15 10:36:12	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8272000	SRP172058	PRJNA507986	507986	SRS4100357	SAMN10517169	SRA818068	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6865034	10517169	GSE123267	GSM3498805	31723039					redox	intra_reduced	extra_control
SRX5088612	2019-09-15 10:36:12	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8272001	SRP172058	PRJNA507986	507986	SRS4100358	SAMN10517174	SRA818068	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6865035	10517174	GSE123267	GSM3498806	31723039					redox	intra_basal	extra_control
SRX5088613	2019-09-15 10:36:12	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8272002	SRP172058	PRJNA507986	507986	SRS4100359	SAMN10517173	SRA818068	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6865036	10517173	GSE123267	GSM3498807	31723039					redox	intra_basal	extra_control
SRX5088614	2019-09-15 10:36:12	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8272003	SRP172058	PRJNA507986	507986	SRS4100360	SAMN10517172	SRA818068	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6865037	10517172	GSE123267	GSM3498808	31723039					ITM_04_strain	00h_clinic_ctrl	00h_h37rv_control
SRX5088615	2019-09-15 10:36:12	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8272004	SRP172058	PRJNA507986	507986	SRS4100361	SAMN10517171	SRA818068	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6865038	10517171	GSE123267	GSM3498809	31723039					ITM_04	00h_clinic_ctrl	00h_h37rv_control
SRX5088616	2019-09-15 10:36:12	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8272005	SRP172058	PRJNA507986	507986	SRS4100362	SAMN10517170	SRA818068	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6865039	10517170	GSE123267	GSM3498810	31723039					ITM_04	00h_clinic_ctrl	00h_h37rv_control
SRX5089843	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274753	SRP172122	PRJNA508198	508198	SRS4101656	SAMN10517948	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866305	10517948	GSE123294	GSM3499423	31378263					ITM_04	24h_clinic_delam	00h_h37rv_control
SRX5089844	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274754	SRP172122	PRJNA508198	508198	SRS4101657	SAMN10517947	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866306	10517947	GSE123294	GSM3499424	31378263					ITM_04	24h_clinic_delam	00h_h37rv_control
SRX5089845	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274755	SRP172122	PRJNA508198	508198	SRS4101658	SAMN10517946	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866307	10517946	GSE123294	GSM3499425	31378263					ITM_04	24h_clinic_delam	00h_h37rv_control
SRX5089846	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274756	SRP172122	PRJNA508198	508198	SRS4101659	SAMN10517945	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866308	10517945	GSE123294	GSM3499426	31378263					ITM_04	24h_clinic_DMSO	00h_h37rv_control
SRX5089847	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274757	SRP172122	PRJNA508198	508198	SRS4101660	SAMN10517944	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866309	10517944	GSE123294	GSM3499427	31378263					ITM_04	24h_clinic_DMSO	00h_h37rv_control
SRX5089848	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274758	SRP172122	PRJNA508198	508198	SRS4101661	SAMN10517943	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866310	10517943	GSE123294	GSM3499428	31378263					ITM_04	24h_clinic_DMSO	00h_h37rv_control
SRX5089849	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274759	SRP172122	PRJNA508198	508198	SRS4101662	SAMN10517942	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866311	10517942	GSE123294	GSM3499429	31378263					ITM_04	06h_clinic_delam	00h_h37rv_control
SRX5089850	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274760	SRP172122	PRJNA508198	508198	SRS4101663	SAMN10517941	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866312	10517941	GSE123294	GSM3499430	31378263					ITM_04	06h_clinic_delam	00h_h37rv_control
SRX5089851	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274761	SRP172122	PRJNA508198	508198	SRS4101664	SAMN10517940	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866313	10517940	GSE123294	GSM3499431	31378263					ITM_04	06h_clinic_delam	00h_h37rv_control
SRX5089852	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274762	SRP172122	PRJNA508198	508198	SRS4101665	SAMN10517939	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866314	10517939	GSE123294	GSM3499432	31378263					ITM_04	06h_clinic_DMSO	00h_h37rv_control
SRX5089853	2019-10-31 17:10:07	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274763	SRP172122	PRJNA508198	508198	SRS4101666	SAMN10517938	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866315	10517938	GSE123294	GSM3499433	31378263					ITM_04	06h_clinic_DMSO	00h_h37rv_control
SRX5089854	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274764	SRP172122	PRJNA508198	508198	SRS4101667	SAMN10517937	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866316	10517937	GSE123294	GSM3499434	31378263					ITM_04	06h_clinic_DMSO	00h_h37rv_control
SRX5089855	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274765	SRP172122	PRJNA508198	508198	SRS4101668	SAMN10517936	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866317	10517936	GSE123294	GSM3499435	31378263					ITM_04	00h_h37rv_control	00h_h37rv_control
SRX5089856	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274766	SRP172122	PRJNA508198	508198	SRS4101669	SAMN10517935	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866318	10517935	GSE123294	GSM3499436	31378263					ITM_04	00h_h37rv_control	00h_h37rv_control
SRX5089857	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274767	SRP172122	PRJNA508198	508198	SRS4101670	SAMN10517934	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866319	10517934	GSE123294	GSM3499437	31378263					ITM_04	00h_h37rv_control	00h_h37rv_control
SRX5089858	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274768	SRP172122	PRJNA508198	508198	SRS4101671	SAMN10517933	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866320	10517933	GSE123294	GSM3499438	31378263					ITM_04	24h_h37rv_delam	00h_h37rv_control
SRX5089859	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274769	SRP172122	PRJNA508198	508198	SRS4101672	SAMN10517932	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866321	10517932	GSE123294	GSM3499439	31378263					ITM_04	24h_h37rv_delam	00h_h37rv_control
SRX5089860	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274770	SRP172122	PRJNA508198	508198	SRS4101673	SAMN10517931	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866322	10517931	GSE123294	GSM3499440	31378263					ITM_04	24h_h37rv_delam	00h_h37rv_control
SRX5089861	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274771	SRP172122	PRJNA508198	508198	SRS4101674	SAMN10517930	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866323	10517930	GSE123294	GSM3499441	31378263					ITM_04	24h_h37rv_DMSO	00h_h37rv_control
SRX5089862	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274772	SRP172122	PRJNA508198	508198	SRS4101675	SAMN10517929	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866324	10517929	GSE123294	GSM3499442	31378263					ITM_04	24h_h37rv_DMSO	00h_h37rv_control
SRX5089863	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274773	SRP172122	PRJNA508198	508198	SRS4101676	SAMN10517957	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866325	10517957	GSE123294	GSM3499443	31378263					ITM_04	06h_h37rv_delam	00h_h37rv_control
SRX5089864	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274774	SRP172122	PRJNA508198	508198	SRS4101677	SAMN10517956	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866326	10517956	GSE123294	GSM3499444	31378263					ITM_04	06h_h37rv_delam	00h_h37rv_control
SRX5089865	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274775	SRP172122	PRJNA508198	508198	SRS4101678	SAMN10517955	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866327	10517955	GSE123294	GSM3499445	31378263					ITM_04	06h_h37rv_delam	00h_h37rv_control
SRX5089866	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274776	SRP172122	PRJNA508198	508198	SRS4101679	SAMN10517954	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866328	10517954	GSE123294	GSM3499446	31378263					ITM_04	06h_h37rv_DMSO	00h_h37rv_control
SRX5089867	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274777	SRP172122	PRJNA508198	508198	SRS4101680	SAMN10517953	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866329	10517953	GSE123294	GSM3499447	31378263					ITM_04	06h_h37rv_DMSO	00h_h37rv_control
SRX5089868	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274778	SRP172122	PRJNA508198	508198	SRS4101681	SAMN10517952	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866330	10517952	GSE123294	GSM3499448	31378263					ITM_04	06h_h37rv_DMSO	00h_h37rv_control
SRX5089869	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274779	SRP172122	PRJNA508198	508198	SRS4101682	SAMN10517951	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866331	10517951	GSE123294	GSM3499449	31378263					vapC11_2	08h_control	08h_control
SRX5089870	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274780	SRP172122	PRJNA508198	508198	SRS4101683	SAMN10517950	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866332	10517950	GSE123294	GSM3499450	31378263					vapC11_2	08h_expression	08h_control
SRX5089871	2019-10-31 17:10:08	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR8274781	SRP172122	PRJNA508198	508198	SRS4101684	SAMN10517949	SRA818403	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6866333	10517949	GSE123294	GSM3499451	31378263					vapC11_2	24h_control	08h_control
SRX5112242	2019-04-13 00:33:56	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 550	SRR8297740	SRP173002	PRJNA509278	509278	SRS3765741	SAMN10034274	SRA820803	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6925724	10034274				H37Rv				vapC11_2	24h_expression	08h_control
SRX5112243	2019-04-13 00:33:57	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 550	SRR8297739	SRP173002	PRJNA509278	509278	SRS3765741	SAMN10034274	SRA820803	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6925725	10034274				H37Rv				esx_1	wt	wt
SRX5112244	2019-04-13 00:33:57	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 550	SRR8297738	SRP173002	PRJNA509278	509278	SRS3765741	SAMN10034274	SRA820803	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6925726	10034274				H37Rv				esx_1	wt	wt
SRX5112245	2019-04-13 00:33:57	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	NextSeq 550	SRR8297737	SRP173002	PRJNA509278	509278	SRS3765741	SAMN10034274	SRA820803	RNA-Seq	PCR	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	6925727	10034274				H37Rv				esx_1	wt	wt
SRX5178868	2018-12-27 16:57:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8368679	SRP174414	PRJNA511673	511673	SRS4186122	SAMN10642438	SRA826875	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6993801	10642438	GSE124341	GSM3529928	30673778					esx_1	ko	wt
SRX5178869	2018-12-27 16:57:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8368680	SRP174414	PRJNA511673	511673	SRS4186123	SAMN10642437	SRA826875	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6993802	10642437	GSE124341	GSM3529929	30673778					esx_1	ko	wt
SRX5178870	2018-12-27 16:57:08	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8368681	SRP174414	PRJNA511673	511673	SRS4186124	SAMN10642436	SRA826875	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6993803	10642436	GSE124341	GSM3529930	30673778					esx_1	ko	wt
